Accession Number,X = Inventoried,Genus,Species,Country,Date,Collector,UUID,Verified
A45653,X,Costaria,costata,Canada,1968 Jun 13,Sylvia C. P. O'brien,AEB3217B-9CDC-644C-A732-F1BF256ABB9C,11/10/2019
A45652,X,Costaria,costata,Canada,1969 Jul 12,Sylvia C. P. O'brien,1E01518B-4B8A-9E49-8F39-3D419BE8F7D9,11/10/2019
A45655,X,Costaria,costata,Canada,1969 Oct 18,Sylvia C. P. O'brien,09E01D53-2454-C445-A556-763CCBF48563,11/10/2019
A45656,X,Costaria,costata,Canada,1969 Oct 18,Sylvia C. P. O'brien,7CDD140E-3638-8A44-87B5-21BFF6EE5354,11/10/2019
A45642,X,Costaria,costata,Canada,1969 Jun 15,Sylvia C. P. O'brien,04C79078-9A51-F34F-8137-37EDF25F0849,11/10/2019
A45663,X,Costaria,costata,Canada,1968 Jul 09,Sylvia C. P. O'brien,13F33315-58BB-F14D-8F40-1C39ED57A863,11/10/2019
A45671,X,Costaria,costata,Canada,1969 Aug 03,Sylvia C. P. O'brien,0A00BA9C-3E0E-7742-BDF8-9C9C7DDAF6E3,11/10/2019
A45672,X,Costaria,costata,Canada,1968 Jul 09,Sylvia C. P. O'brien,FD87AF19-28D4-4E4E-BB06-384AE1851D20,11/10/2019
A7192,X,Costaria,costata,Canada,1959 Jun 23,Tom B. Widdowson,295DB4AD-0D67-3343-8975-81F68D0F2C04,11/10/2019
A7356,X,Costaria,costata,Canada,1959 Jul 23,Tom B. Widdowson,D5D9493C-9C49-1240-B60C-4E8C8F32BDB9,11/10/2019
A7374,X,Costaria,costata,Canada,1959 Jun 24,Tom B. Widdowson,FD6878BC-EB6B-F947-8A3F-2488D8FA3A4B,11/10/2019
A57428,X,Costaria,costata,Canada,1977 Apr 13,Barry Smith,F3E4C246-3B8B-5442-8DE6-87F05841F0A8,11/10/2019
A57440,X,Costaria,costata,Canada,1977 Apr 13,Barry Smith,E514008C-8D08-6546-9B4A-28B5838C4341,11/10/2019
A57473,X,Costaria,costata,Canada,1977 Apr 13,Barry Smith,1705D285-23DC-344A-93B5-16B10742CA9C,11/10/2019
A85571,X,Costaria,costata,Canada,2007 May 05,Sandra C. Lindstrom,0E26C121-F1AE-C44C-8ECD-C89F23D7B52B,11/10/2019
A85666,X,Costaria,costata,Canada,2007 Apr 18,Sandra C. Lindstrom,804DA6FB-5EAD-E345-8DD7-3F61246EF092,11/10/2019
A85781,X,Costaria,costata,Canada,2007 Jun 16,Sandra C. Lindstrom,EBCF4571-7469-034D-A528-3E5B7545AAF7,11/10/2019
A86655,X,Costaria,costata,Canada,2003 Apr 18,Sandra C. Lindstrom,F210356F-6095-E644-A608-F24F145658BE,11/10/2019
A87889,X,Costaria,costata,Canada,2009 May 28,Sandra C. Lindstrom,7E5E3575-E383-9E41-A571-81008E92655D,11/10/2019
A87901,X,Costaria,costata,Canada,2009 May 26,Sandra C. Lindstrom,39E5999E-F013-4341-89E8-18357CA3C2B9,11/10/2019
A88331,X,Costaria,costata,Canada,2009 May 24,Sandra C. Lindstrom,FA929D8F-17DB-AD40-A058-F9289F00D3D3,11/10/2019
A26122,x,Costaria,costata,United States,1966 Jul 11,R. Driskill,0B2BC810-EA65-BE45-8D36-CFDF5AAF3E73,11/10/2019
A26121,x,Costaria,costata,United States,1966 Jul 12,A. Cattell,7ABF8FC5-EBEB-F547-AB44-9330C34FA77C,11/10/2019
A3989,x,Costaria,costata,Canada,1959 May 27,Tom B. Widdowson,730C0F9C-1290-F146-A170-4582951C3FB2,11/10/2019
A41932,x,Costaria,costata,Canada,1969 Jul 30,Ken Baillie,9B3EEC8D-A1D2-064A-92CD-1A7FE81D0AFD,11/10/2019
A41773,x,Costaria,costata,Canada,1969 Jul 29,Ken Baillie,6DB117B7-0B24-434C-B03F-CB8F47B191E8,11/10/2019
A41790,x,Costaria,costata,Canada,1969 Jul 23,Danny R. Pace,E2FC74F5-463C-E94E-9A38-D9B96F7CB589,11/10/2019
A28963,x,Costaria,costata,Canada,1967 May 25,R. D. Hill,1E378BB8-0B5B-354A-B659-9F28D3639B7D,11/10/2019
A29080,x,Costaria,costata,Canada,1967 May 25,R. D. Hill,F9334F61-14EC-184C-A4EB-7C355EF5DA35,11/10/2019
A28562,x,Costaria,costata,Canada,1967 Mar 30,Gordon Robin South,DCBA4F85-924C-C44D-A873-902FC6963F90,11/10/2019
A28561,x,Costaria,costata,Canada,1967 Mar 31,Gordon Robin South,C3BED32D-FCA6-EB42-87A4-7CD9A20C67BE,11/10/2019
A45785,x,Costaria,costata,Canada,1970 Jul 19,S. O'brien,72650FBC-EA37-2741-9EC6-6C214BBCF12E,11/10/2019
A45789,x,Costaria,costata,Canada,1970 Jul 19,S. O'brien,0CB1CDF8-D2A6-DD4B-90C2-76AF251FD3E6,11/10/2019
A45740,x,Costaria,costata,Canada,1969 Jul 15,S. O'brien,B46C5D25-84AB-724D-95F5-F0A1FDB886C6,11/10/2019
A45728,x,Costaria,costata,Canada,1969 Jul 12,S. O'brien,6A885FAA-10E4-3643-B165-73CB90DFEA32,11/10/2019
A54501,x,Costaria,costata,Canada,1976 Mar 25,Michael W. Hawkes,2F594BA6-5B53-8448-9F10-7ACA4A527630,11/10/2019
A54933,x,Costaria,costata,Canada,1976 Mar 22,Michael W. Hawkes,81CBC51B-15E9-5D4E-8D98-5C9FFB27109B,11/10/2019
A54650,x,Costaria,costata,Canada,1976 Apr 01,C. Tanner,EF2D79EF-C2D9-314F-A9BB-93131D61E7EA,11/10/2019
A22470,x,Costaria,costata,Canada,1965 Jul 03,R. Driskill,B61D8975-EA58-B944-B368-CA2FE0390B31,11/10/2019
A24232,x,Costaria,costata,Canada,1964 Jun 11,Robert K.S. Lee,72E21CA7-48BD-4341-880E-6B1C99A61B33,11/10/2019
A19105,x,Costaria,costata,Canada,1964 Jul 10,D. W.,70934DF1-7A6F-F846-9325-A3A4FD1BB20B,11/10/2019
A45796,x,Costaria,costata,Canada,1971 Jun,Louis D. Druehl,7D7C04C2-5F19-114F-BD1A-DED71C97B575,11/10/2019
A45507,x,Costaria,costata,Canada,1971 May 12,Peter R. Newroth,92BB33C1-B14E-7B48-A4F8-AD3F6B6677B0,11/10/2019
A46102,x,Costaria,costata,Canada,1972 Jan 29,Julie L. Celestino,47BDEB4F-8F29-384B-936C-A1C2C3468ED7,11/10/2019
A16364,x,Costaria,costata,Canada,1963 Jun 25,Robert K.S. Lee,D65CD53E-083B-3E4A-A937-05184B1C3A6D,11/10/2019
A43294,x,Costaria,costata,Canada,1969 Spring,Louis D. Druehl,8163CDB9-0A68-0244-95CF-93894B014D68,11/10/2019
A43841,x,Costaria,costata,Canada,1970 Sep 10,Danny R. Pace,3F5B1F58-D7D1-174D-8421-41E882473AFD,11/10/2019
A43840,x,Costaria,costata,Canada,1970 Sep 10,Danny R. Pace,2C54DF19-A7AA-0B4F-A151-7560D26665B6,11/10/2019
A43696,x,Costaria,costata,Canada,1970 Sep 15,Danny R. Pace,635D2211-5459-6845-997C-1664572B1748,11/10/2019
A43695,x,Costaria,costata,Canada,1970 Sep 14,Danny R. Pace,9AEA921E-31A3-E748-821C-7F232F924424,11/10/2019
A43694,x,Costaria,costata,Canada,1970 Sep 11,Danny R. Pace,DABB7DFD-AE94-DB4F-93DA-4B37BB8AED5F,11/10/2019
A43693,x,Costaria,costata,Canada,1970 Sep 10,Danny R. Pace,A9B4603C-0F61-F74C-94F5-19F49F0C524B,11/10/2019
A44201,x,Costaria,costata,Canada,1971 Jan 17,Louis D. Druehl,1ADA59B4-B5D1-6D41-9DE7-4D27792D35A9,11/10/2019
A44004,x,Costaria,costata,Canada,1971 Jan 17,Louis D. Druehl,DFEA38AE-9888-A741-A62D-E707B21E2A77,11/10/2019
A44003,x,Costaria,costata,Canada,1971 Jan 16,Louis D. Druehl,20317E47-B0E1-9949-AA95-BA6670F50D9C,11/10/2019
A44200,x,Costaria,costata,Canada,1971 Jan 16,Louis D. Druehl,CE9A1B0B-FADB-A340-BFC0-2E5D3D469E57,11/10/2019
A42896,x,Costaria,costata,Canada,1970 Apr 13,A. R. O. Chapman,1501F4E6-6775-AA4B-A283-F28953AA035B,11/10/2019
A3167,x,Costaria,costata,Canada,1957 Jun 17,Tom B. Widdowson,F19ADF78-CA37-A442-A0D2-B175A86F1CD0,11/10/2019
A3168,x,Costaria,costata,Canada,1958 Jun 20,Tom B. Widdowson,4E8CCD07-25D7-5A44-93C3-39C0AFC5A43F,11/10/2019
A3987,x,Costaria,costata,Canada,1959 May 04,Tom B. Widdowson,05ED6EEC-BB00-9447-877F-FFB68942A4D0,11/10/2019
A3990,x,Costaria,costata,Canada,1959 May 27,Tom B. Widdowson,6027B8EA-2930-A24A-9D44-1DF1C166B196,11/10/2019
A3993,x,Costaria,costata,Canada,1959 May 27,Tom B. Widdowson,D5C8353A-FFF8-714D-9D77-DEFAB0B3920B,11/10/2019
A3991,x,Costaria,costata,Canada,1959 May 27,Tom B. Widdowson,0AE11192-8321-6444-A5F0-919561629378,11/10/2019
A3986,x,Costaria,costata,Canada,1959 May 27,Tom B. Widdowson,8876FD15-3841-764E-B18F-A5B7223626AA,11/10/2019
A3992,x,Costaria,costata,Canada,1959 May 27,Tom B. Widdowson,73D78CA2-5C50-424F-8226-28DD3BB0F2FC,11/10/2019
A3985,x,Costaria,costata,Canada,1959 May 22,Tom B. Widdowson,C81CB794-FFB1-704E-BA01-614BBF2CA4C9,11/10/2019
A3984,x,Costaria,costata,Canada,1959 May 22,Tom B. Widdowson,4A1CB5F6-7AC6-1042-95F5-428BBFA3E855,11/10/2019
A3983,x,Costaria,costata,Canada,1959 May 22,Tom B. Widdowson,6C3DBA5C-8A70-B844-AC32-2016E8AE9D63,11/10/2019
A3982,x,Costaria,costata,Canada,1959 May 22,Tom B. Widdowson,A9DE32AA-69A4-7B44-BE7C-E0AC03610915,11/10/2019
A3994,x,Costaria,costata,Canada,1959 May 22,Tom B. Widdowson,A560AE01-C452-6041-A207-E9C8F0A90340,11/10/2019
A67604,x,Costaria,costata,United States,1984 Jun 29,Robert F. Scagel,951CB416-8629-1546-9E4A-7B93D12C60C6,11/10/2019
A70906,x,Costaria,costata,United States,1981 Jun 02,Sandra C. Lindstrom,CFD0F394-76C0-D94F-BC46-A243F9FB62CA,11/10/2019
A82063,x,Costaria,costata,United States,1989 Apr 09,Paul W. Gabrielson,FF9A1EBA-A7F5-2343-B850-C117F10F8D10,11/10/2019
A86903,x,Costaria,costata,United States,2006 Apr 27,Sandra C. Lindstrom,78E27B03-180D-C046-AAF6-233E437D7A60,11/10/2019
A87209,x,Costaria,costata,United States,2006 Jun 13,Roly Russell,EE1D0CAC-29D7-9C4F-B835-D7FCFEC81EDA,11/10/2019
A88406,x,Costaria,costata,United States,1985 May 06,Sandra C. Lindstrom,5F09C2B1-37C3-984D-95F2-6394D7FB5646,11/10/2019
A55346,x,Costaria,costata,Canada,1976 Mar 31,C. Tanner,8276EA5C-DB20-4747-962D-85C45F49821F,11/10/2019
A54583,x,Costaria,costata,Canada,1976 Mar 27,C. Tanner,F821B375-B3A7-2A4E-BED1-1F65D5BA4C8A,11/10/2019
A55163,x,Costaria,costata,Canada,1976 Mar 29,Michael W. Hawkes,2E28E884-E204-594B-92AF-76D047A4E4B7,11/10/2019
A58974,X,Colpomenia,peregrina,Taiwan,1976 Dec 15,J.C.Wang,16FC2CBA-0CDA-D34C-A263-D23AAF9557AE,11/10/2019
A16128,X,Colpomenia,peregrina,France,1961 Sep 24,Robert F. Scagel,C5A844E1-5260-B246-A18B-05FF93BA215F,11/10/2019
A5473,X,Colpomenia,peregrina,Ecuador,"1934 Jan 17-18,30",Wm. R. Taylor,06B73303-2028-BA44-8108-3E9ABB02A14B,11/10/2019
A7622,X,Colpomenia,peregrina,United States,1960 Jul 07,H. J. Humm,E179932B-AB61-4140-AC2E-6E808F00C6B2,11/10/2019
A46353,X,Colpomenia,peregrina,New Zealand,1937 Aug 22,V. W. Lindauer,9A6F9BAA-BCD1-B241-BEC8-2F4FC2CE9561,11/10/2019
A55874,X,Colpomenia,peregrina,New Zealand,1935 Feb 14,I. B. Warnock,00700F54-3021-D043-BD40-3FF6F7BDA89D,11/10/2019
A55875,X,Colpomenia,peregrina,New Zealand,1935 Feb 14,I. B. Warnock,77B2FE6D-A1C8-574F-9985-989C924192E2,11/10/2019
A55806,X,Colpomenia,peregrina,New Zealand,1935 Feb 17,Lawrence M. Jones,81090EC6-A9AA-794C-A77E-C4DA81C91C2C,11/10/2019
A4674,X,Colpomenia,peregrina,New Zealand,1943 Nov 01,V. W. Lindauer,D3B92999-3CFE-F74D-A412-C11FB03B3C1F,11/10/2019
A5467,X,Colpomenia,peregrina,Mexico,1934 Mar 09,Wm. R. Taylor,FA35DB18-1E7D-2043-B9F2-C9E9DA71C31F,11/10/2019
A28669,X,Colpomenia,sinuosa,Tunisia,1974 May 18,Delashaw,8DA217DE-1CFA-6F40-8691-2C1866473650,11/10/2019
A68257,X,Colpomenia,sinuosa,South Korea,1979 Apr 17,Sandra C. Lindstrom,FD744E8A-C766-F740-B0BB-EE0E4C992AD5,11/10/2019
A65012,X,Colpomenia,sinuosa,New Zealand,1980 Jul 14,Robert F. Scagel,EB90DAA5-CD81-7440-9ED8-772EA511D329,11/10/2019
A86429,X,Colpomenia,sinuosa,United States,1967 Jul 01,Robert E. DeWreede,AD3D68A1-A13C-704C-9657-EA8586309E4C,11/10/2019
A59577,X,Colpomenia,sp.,New Zealand,1935 Jan 15,L. M.,D45B9EA1-58DD-B444-A26F-F0C3804CC135,11/10/2019
A57819,X,Colpomenia,sp.,Seychelles,1974 Feb 23,anonymous,343B22DD-04FA-8649-8085-53603BD80F2B,11/10/2019
A2906,X,Colpomenia,tuberculata,United States,1900 May 18,Josephine E. Tilden,5ECA7F96-808E-B742-85E0-A27956A7C464,11/10/2019
A27401,X,Cymathaere,triplicata,United States,1966 Jul 23,Gordon Robin South,95803A22-C94E-F547-8F06-26E1473644DE,11/10/2019
A27405,X,Cymathaere,triplicata,United States,1966 Jul 27,A. Cattell,3CD11B60-83F7-C04E-AC3D-4726DC4D9C44,11/10/2019
A27402,X,Cymathaere,triplicata,United States,1966 Jul 24,Jim W. Markham,DF8B3DDA-C566-1244-B41C-2898AAF02CC1,11/10/2019
A27403,X,Cymathaere,triplicata,United States,1966 Jul 24,Patrick Chamut,F521F3AE-08D7-7A44-8076-E3A5F425C27D,11/10/2019
A27053,X,Cymathaere,triplicata,United States,1966 Jul 22,Patrick Chamut,0CAEF1D3-86BC-4F40-83F6-86558712D61B,11/10/2019
A26856,X,Cymathaere,triplicata,United States,1966 Jul 21,Jim W. Markham,5F7000C7-22B5-EB41-9EAD-EF87E7D23222,11/10/2019
A26857,X,Cymathaere,triplicata,United States,1966 Jul 21,Jim W. Markham,2A5BF8B3-C101-E84E-AC49-E6E6A0A6B47A,11/10/2019
A26855,X,Cymathaere,triplicata,United States,1966 Jul 20,Ken Baillie,9723D30D-501B-894F-B3EC-CD4859530897,11/10/2019
A26377,X,Cymathaere,triplicata,United States,1966 Jul 15,Jim W. Markham,74DE0E7D-DC2A-3443-A8D3-EF373D6E994A,11/10/2019
A25922,X,Cymathaere,triplicata,United States,1966 Jul 10,A. Cattell,8F686FFB-FB9B-4F45-9DA8-53F0A8F38AF9,11/10/2019
A25920,X,Cymathaere,triplicata,United States,1966 Jul 09,Patrick Chamut,12F4759C-EBD6-7548-A1E6-1EDDA7F4B236,11/10/2019
A25921,X,Cymathaere,triplicata,United States,1966 Jul 09,Patrick Chamut,29DC6933-4473-9042-8F41-2E75E45D344C,11/10/2019
A25619,X,Cymathaere,triplicata,United States,1966 Jul 07,Jim W. Markham,26D22545-69C5-824F-9CB5-A9BE5EE754A9,11/10/2019
A25617,X,Cymathaere,triplicata,United States,1966 Jul 07,Jim W. Markham,3D32ED62-6CA7-D343-9853-CB43D49E99F9,11/10/2019
A25132,X,Cymathaere,triplicata,United States,1966 Jun 30,Ken Baillie,27BF67C3-AAB7-1A45-AADE-C27C89177C93,11/10/2019
A25133,X,Cymathaere,triplicata,United States,1966 Jun 30,Ken Baillie,56EAF11D-AF64-7443-AC85-7BFE85B0EEBB,11/10/2019
A23690,X,Cymathaere,triplicata,United States,1965 Dec 08,Jim W. Markham,8BFF56C0-5A13-0D48-B879-3B7362B60077,11/10/2019
A23691,X,Cymathaere,triplicata,United States,1965 Dec 08,Jim W. Markham,F962FAE6-0E52-7445-AF0D-5956CD6421E9,11/10/2019
A28560,X,Costaria,costata,Canada,1967 Mar 31,Gordon Robin South,2FFE11D6-E9A7-CF43-8411-A78D33DE41C8,11/10/2019
A53678,X,Costaria,costata,Canada,1969 Feb 28,R. Hooper,8CFFB251-8702-B04F-B257-653CCA039645,11/10/2019
A45712,X,Costaria,costata,Canada,1969 Jun 01,S. O'brien,35A0FE3E-7141-4649-9039-B67A2D9F36BE,11/10/2019
A45713,X,Costaria,costata,Canada,1969 Jun 01,S. O'brien,ED99E6EE-2829-E044-BE90-DE821DBE920A,11/10/2019
A45714,X,Costaria,costata,Canada,1969 Jun 01,S. O'brien,63CAD9C8-5B48-3B49-B5BA-BD362DC0EAC2,11/10/2019
A45715,X,Costaria,costata,Canada,1969 Jun 01,S. O'brien,2D22C8F0-E6BE-EA46-8D6E-C28223B85E17,11/10/2019
A32632,X,Costaria,costata,Canada,1968 Apr 16,M. Chihara,B910F419-5A8A-4F43-8148-8C086ED1E366,11/10/2019
A29111,X,Costaria,costata,Canada,1967 May 11,Ken Baillie,9CD2E577-C36F-5244-83ED-0932BC4AAAAF,11/10/2019
A29462,X,Costaria,costata,Canada,1967 Jul 19,Patrick Chamut,4C04265A-313D-434D-A66C-3B0452320736,11/10/2019
A31476,X,Costaria,costata,Canada,1967 Aug 04,Patrick Chamut,E7F9B9B9-726C-794E-9D60-09FC7273AC3D,11/10/2019
A31796,X,Costaria,costata,Canada,1967 Aug 16,Patrick Chamut,86F25E7A-F432-544C-8DF4-163711AB80B7,11/10/2019
A31983,X,Costaria,costata,Canada,1967 Sep 02,Patrick Chamut,30FCAF90-691E-2542-B140-624FDE7F6707,11/10/2019
A31797,X,Costaria,costata,Canada,1967 Aug 18,Patrick Chamut,AA3400EF-8F0D-1A42-8692-409C29880ECF,11/10/2019
A31475,X,Costaria,costata,Canada,1967 Jul 21,Patrick Chamut,4194A8E9-0F21-B948-8026-B909A648394F,11/10/2019
A29791,X,Costaria,costata,Canada,1966 Jun 21,Patrick Chamut,20874AC9-8AE3-2F4C-BF06-EA5AB7A6D9FF,11/10/2019
A30122,X,Costaria,costata,Canada,1967 Jun 10,Ken Baillie,AF331CD3-757C-7F44-88CE-8017B5C7B4FE,11/10/2019
A29847,X,Costaria,costata,Canada,1967 May 24,Ken Baillie,C8F7FD4E-8969-AB46-874B-C61FB602DF04,11/10/2019
A53843,X,Costaria,costata,Canada,1975 Jun 25,J. Root,D6D02896-863C-E94A-82F1-1A1E989FBA1D,11/10/2019
A54017,X,Costaria,costata,Canada,1975 Jun 26,J. Root,BE6814F4-3573-6047-B68C-B814C6C5F2D4,11/10/2019
A54104,X,Costaria,costata,Canada,1975 Jun 25,S. Johnson,647DA90E-C6C5-8348-A501-8866F8B5BD06,11/10/2019
A54030,X,Costaria,costata,Canada,1975 Jun 24,R. Foreman,A6051A22-33C1-934C-BB7F-1D347CDE8826,11/10/2019
A54083,X,Costaria,costata,Canada,1975 Jun 25,S. Johnson,0A5C168D-45A7-F042-9B77-DFC3E7EB12C0,11/10/2019
A42860,X,Costaria,costata,Canada,1968 Apr 29,Jim W. Markham,4A5C171B-9BF2-6944-947D-084E45865B2A,11/10/2019
A34870,X,Costaria,costata,Canada,1968 Jul 24,Danny R. Pace,3C8A9C24-7652-324F-9356-7FD5902C4ABD,11/10/2019
A34486,X,Costaria,costata,Canada,1968 Jun 25,Danny R. Pace,6BBD03BA-81D1-9444-87FB-EEB276FD5FF8,11/10/2019
A33445,X,Costaria,costata,Canada,1968 May 26,Ken Baillie,FDE45035-021A-C648-AD0C-E03FF8009710,11/10/2019
A31477,X,Costaria,costata,Canada,1967 Aug 05,Patrick Chamut,9F588C53-47DF-C044-8768-5ADE2EAD95DC,11/10/2019
A32029,X,Costaria,costata,Canada,1967 Nov 03,Patrick Chamut,D66050F4-2259-EE41-9599-9DC31B282AA9,11/10/2019
A32528,X,Costaria,costata,Canada,1968 Mar 22,Patrick Chamut,E6A57E4B-60C8-9143-8543-C98F40064C11,11/10/2019
A32412,X,Costaria,costata,Canada,1968 Apr 15,Patrick Chamut,44E13AC9-090F-9E40-AE0D-66DF4E1687AE,11/10/2019
A33111,X,Costaria,costata,Canada,1968 May 13,Patrick Chamut,9AEEA162-6EAB-114E-9A68-0DA70E58D8C0,11/10/2019
A45707,X,Costaria,costata,Canada,1969 May 05,S. O'brien,F8B32550-8000-ED42-BEF5-E495B22C59D0,11/10/2019
A45704,X,Costaria,costata,Canada,1969 May 05,S. O'brien,3C365047-2D1A-8343-96C6-A2B8AC3322D9,11/10/2019
A45703,X,Costaria,costata,Canada,1969 May 05,S. O'brien,FA55AD25-8CF5-F94E-8EC5-C6A83D75FC04,11/10/2019
A68896,X,Costaria,costata,Canada,1987 May 03,Hanh Kim Huynh,88A8F742-F5BD-D24F-B95E-A727930EB705,11/10/2019
A69948,X,Costaria,costata,Canada,1968 Aug 14,Jim W. Markham,643D3862-AF40-FE42-BD43-614089ABFC31,11/10/2019
A63699,X,Costaria,costata,Canada,1981 May 29,David J. Garbary,518D36F3-6796-0142-8A78-2254C01CFB22,11/10/2019
A64318,X,Costaria,costata,Canada,1981 Jul 14,Cheryl Lowther,28876D40-417F-4048-A4F0-84D8CE3145B8,11/10/2019
A64300,X,Costaria,costata,Canada,1981 Jul 03,Cheryl Lowther,56766B94-1587-434F-9511-013C10A16736,11/10/2019
A64249,X,Costaria,costata,Canada,1981 Jul 03,Cheryl Lowther,13FC6665-B1B2-6047-A61D-3C6260AFCF15,11/10/2019
A65784,X,Costaria,costata,Canada,1981 Nov 25,Larry T. Golden,39471C6B-A7B4-A741-AD23-0E2BA9DAAC98,11/10/2019
A65740,X,Costaria,costata,Canada,1982 Jan 06,David J. Garbary,4AF22DB2-0421-EA48-AC60-09D3C9D94FC4,11/10/2019
A89099,X,Costaria,costata,Canada,2011 Aug 13,Sandra C. Lindstrom,B4DFC70F-0F6E-534D-B6B4-25EF03189C1A,11/10/2019
A22753,x,Cymathaere,triplicata,United States,1965 Jun 26,Arthur C. Mathieson,E2934FBA-A0B6-9846-A806-1890E99607AF,11/10/2019
A22761,x,Cymathaere,triplicata,United States,1965 Jun 26,Arthur C. Mathieson,61A8C117-1B77-3E49-BC4C-D43BC7294A27,11/10/2019
A20979,x,Cymathaere,triplicata,United States,1965 Jun 26,Arthur C. Mathieson,A6E07A8D-D16B-7E49-BAAD-2822A87FE65E,11/10/2019
A21829,x,Cymathaere,triplicata,United States,1965 Jul 02,Arthur C. Mathieson,4315B10E-F3E0-4242-80DE-105FA0A0AEC0,11/10/2019
A23157,x,Cymathaere,triplicata,United States,1965 Jul 02,Louis D. Druehl,3237692A-A857-2F42-84DD-E516BA1EB737,11/10/2019
A23150,x,Cymathaere,triplicata,United States,1965 Jul 01,Arthur C. Mathieson,ACEF5249-C309-BF4E-BF49-50BFBCE763F8,11/10/2019
A23566,x,Cymathaere,triplicata,United States,1965 Jun 30,J. Green,6EB2950A-E7B0-5742-855B-26BEC56E1ED1,11/10/2019
A21220,x,Cymathaere,triplicata,United States,1965 Jun 30,Louis D. Druehl,C55CD6B0-123D-0340-AE8B-007773B1A30B,11/10/2019
A21818,x,Cymathaere,triplicata,United States,1965 Jun 29,J. Green,80330706-A6AF-6A4F-85AD-66634B416367,11/10/2019
A26858,x,Cymathaere,triplicata,United States,1966 Jul 17,Patrick Chamut,145CF8AB-5FAE-A94A-81AB-D28DB3408A61,11/10/2019
A26670,x,Cymathaere,triplicata,United States,1966 Jul 16,Jim W. Markham,301D27C8-612D-1C41-B598-BE5E86DB9C0B,11/10/2019
A26669,x,Cymathaere,triplicata,United States,1966 Jul 16,Jim W. Markham,16298E83-785C-CD4E-863C-17BEB42A309B,11/10/2019
A18705,x,Costaria,costata,Canada,1963 Jan 11,Robert K.S. Lee,6F2C2711-7E14-3445-A68B-119AF462B82A,11/10/2019
A18712,x,Costaria,costata,Canada,1963 Feb 22,Robert K.S. Lee,8D9F4C82-A4B4-F144-ACB6-72DC0DD2BFAE,11/10/2019
A42304,x,Costaria,costata,Canada,1969 May 16,Ken Baillie,105DAF78-4E3C-C94F-B011-B02F01FC79BC,11/10/2019
A39352,x,Costaria,costata,Canada,1968 Oct 25,Patrick Chamut,42E113D2-12A6-E94B-8BA1-13FF02C88EC3,11/10/2019
A39206,x,Costaria,costata,Canada,1968 Nov 22,Danny R. Pace,D17F3C74-7A22-2E4B-BB19-0C2F9780418D,11/10/2019
A42232,x,Costaria,costata,Canada,1969 May 16,Danny R. Pace,BC74533D-A7CB-F948-AFAF-6B99064147B9,11/10/2019
A38830,x,Costaria,costata,Canada,1968 Oct 13,Danny R. Pace,34DF71EE-4BEC-FD40-99E3-9B4271F370B7,11/10/2019
A3066,x,Costaria,costata,Canada,1945 Jul 25,A.H. Hutchinson,B7E1A135-5D4C-1B4A-92FA-7DCD0BE8F006,11/10/2019
A49131,x,Costaria,costata,Canada,1972 Aug 19,B. Patriquem,C32F72F0-0721-F744-8F73-D822895A0CBC,11/10/2019
A15659,x,Costaria,costata,Canada,1962 Jul 05,Robert K.S. Lee,E9A8F824-EB8A-0144-9EB7-D4C27E2BAE88,11/10/2019
A15937,x,Costaria,costata,Canada,1962 Jul 04,Tom B. Widdowson,9EAC40FB-F8D6-8B47-BF1D-6CC10932F02E,11/10/2019
A16037,x,Costaria,costata,Canada,1962 Jul 04,Tom B. Widdowson,24E68D46-CF04-4743-8C98-A8968EE41BE0,11/10/2019
A15936,x,Costaria,costata,Canada,1962 Jul 04,Tom B. Widdowson,8D5151F9-5A5A-C542-BAC7-8E683434CE1A,11/10/2019
A15337,x,Costaria,costata,Canada,1962 Jun 30,Tom B. Widdowson,9D59A8E4-C442-FF49-B28C-677E54A2ABA5,11/10/2019
A15044,x,Costaria,costata,Canada,1962 Jul 02,Tom B. Widdowson,B22E2623-636A-934E-A17E-EC9100519B65,11/10/2019
A15046,x,Costaria,costata,Canada,1962 Jul 02,Tom B. Widdowson,EC1358DD-05F6-614A-BDC7-E01E6FFA7E15,11/10/2019
A15047,x,Costaria,costata,Canada,1962 Jul 02,Tom B. Widdowson,57776173-1966-7B45-A689-4190B1CC047A,11/10/2019
A41571,x,Costaria,costata,Canada,1969 Jul 12,Danny R. Pace,6A658B60-C12A-854E-8055-6B96F8F95BED,11/10/2019
A6815,x,Costaria,costata,Canada,1945 Sep 22,R. W. Pillsbury,1060760D-A412-3442-8139-057436E60637,11/10/2019
A42617,x,Costaria,costata,Canada,1969 May 15,Ken Baillie,519C33F8-43D8-A745-9E03-4A70C2760507,11/10/2019
A42619,x,Costaria,costata,Canada,1969 May 31,Ken Baillie,BCCD1513-5375-524B-BC73-A89A259CDEF6,11/10/2019
A55629,x,Costaria,costata,Canada,1976 Mar 23,Barry Smith,626E894B-D279-3E40-8B14-11456F638B1D,11/10/2019
A56131,x,Costaria,costata,Canada,1976 Mar 23,J. Hart,FB85279C-CEA3-3746-B14A-33FEF81412FD,11/10/2019
A56606,x,Costaria,costata,Canada,1976 Mar 24,R. Foreman,28ADA61A-713C-944F-956C-FA4F22C1F164,11/10/2019
A18533,x,Costaria,costata,Canada,1964 Jun 09,Robert K.S. Lee,AE438680-FF4A-7645-93AB-1A1C9967E478,11/10/2019
